complaint_id,date_received,product,sub_product,issue,sub_issue,company,state,narrative,company_response,consumer_disputed
9992769,2024-09-02,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Selene Holdings LLC,AL,"Our mortgage was sold to Selene Finance at the end of XX/XX/XXXX. We received multiple letters stating that they did not have the address set up to send in payments and that they would inform us where to send the payment. They sent another letter saying that they changed the address for payments and they would not send out late payments. We received no correspondence via email from XX/XX/XXXX to XX/XX/XXXX. XXXX XXXX and XXXX XXXX could not open an online account using our zipcode, social security numbers. we tried XXXX times and all attempts failed. The plan was to establish an online account to pay mortgage XXXX XXXX was paying via phone. Customer service was non-existent for the XXXX XXXX  months of the loan ( XXXX to XXXX ) because Selene would not answer the phone nor respond to emails. A few of the emails were responded to a month later. They just installed an auto generated response email that lets you know they received your email. Once we finally was able to speak with a customer agent he helped us set up the online account and that's when we set up auto pay. I discovered that the mortgage was late because all XXXX of my credit alerts went off and I immediately took action and paid the mortgages that day! Theie communication, their technology, their customer service is horrible. We own multiple businesses and are real estate investors. we currently have 4 mortgages and take our credit seriously. when I spoke to an agent, I asked why were we not emailed, called, etc way before this why did it take alerts on my phone to alarm me of this issue. XXXX was making payments via the phone and one of the payments did not process apparently. We believe there was a glitch and our info was not in their system and so the payment did not process Selene will not take any responsibility for their inadequacies and now we have 60 days late reported. we've had amazing credit up to this point in our lives.
Problems with Selene 1. lack of timely response 2. horrible and non professional customer service ( one of the agents very helpful ) 3. ON boarding process and technology is antiquated 4. Website would not acknowledge customers who had already made a few mortgage payments",Closed with explanation,N/A
9992717,2024-09-02,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,Application denials,DISCOVER BANK,NV,"I am XXXX XXXX XXXX and receive Social Security XXXX Benefits, which means that I am getting the same amount that I would receive at full retirement age, i.e., without having to be XXXX XXXX XXXX that is. Otherwise, if I had to take retirement at XXXX, there would of course be a significant discount in benefits. When I applied to Discover Home Loans for a {$35000.00} loan back around XXXX of XXXX I was immediately "" pre-qualified '' for a XXXX loan based on a XXXX best XXXX score and an income of {$2600.00} net Social Security income, i.e. XXXX after deductions for XXXX XXXX XXXX, etc. Based on the so-called gross-up formula, I stated an income of approximately {$3500.00} per month, i.e., since they tell you to add 25 % to the gross income if the income comes from a non-taxable source.

I submitted all required documents, except for XXXX year 's tax returns that Discover was requesting because I do not normally file taxes and have not owed anything to the IRS since XXXX when I actually went on XXXX.

Discover responded that they can not count my full income from Social Security based on my XXXX current income, and the fact that there has been XXXX XXXX since XXXX, and that based on my XXXX income I come up short about {$40.00} per month, with respect to qualifying. At that point, they stated that they were closing my file, and that they were not interested in seeing a XXXX tax return, even if I could file a "" XXXX  '' return, just to prove that I am not paying income taxes on my Social Security.

It is as if they want to see some other form of income, like some gig income that just simply does NOT exist right now. Then it got more complicated : I had a tax lien filed against my property in XXXX for unpaid sewer tax, and I was planning on taking care of that out of the loan proceeds. So now I am worried that I am not going to be able to get a loan from ANY lender.

This was supposed to be a "" pre-qualified '' loan that was instantly "" approved '' based on no other income other than Social Security XXXX, and it fell apart. At least in the meantime I am still able to eat and pay bills, by using payday loans and selling things on XXXX. But I can not hold out much longer. XXXXXXXX XXXX XXXX XXXX XXXX XXXX  my mother fell and XXXX XXXX XXXX and had to go to a XXXXXXXX XXXX, and as it turns out - her house in California is paid for free and clear, and worth close to a XXXX dollars. Furthermore, since both of my brothers and XXXX of my nephews are dead, I am going to be the eventual hair to an estate that is otherwise debt free, and so on. Of course the way that California 's property taxes work - that house will be reassessed so that the taxes go up from XXXX per year to XXXX per year, UNLESS I move into that house when my mother passes away, and she is XXXX XXXX XXXX and was gven "" weeks to live '' XXXX XXXX XXXX XXXX XXXX XXXX so go figure. When that time comes, I want to be able to turn my XXXX property into a POSITIVE cash flow rental, and either retire, or find some "" gig-work '' in California. But that time is NOT YET - so I wanted to get the loan to maintain my current situation, which includes the fact that it costs me {$200.00} round trip on XXXX every time I visit my mother. Obviously, I could eventually get a reverse mortgage on my mother 's house, when I inherit, but I don't want to to that - better to wait until rates come down, etc. Since rents in XXXX could be over {$2500.00} in my nieghborhood, while my first mortgage with XXXX- is only {$1000.00} before taxes and insurance. So yes it is going to be a positive cash flow rental as soon as I finish some fix-up, even if I just rent XXXX room or XXXX rooms to a XXXX XXXX  at XXXX the going rate - since I am only a mile from the XXXX XXXX XXXX  XXXX and so on.",Closed with explanation,N/A
9992500,2024-09-02,Mortgage,FHA mortgage,Trouble during payment process,Loan sold or transferred to another company,NEW YORK COMMUNITY BANCORP INC,GA,"To Whom It May Concern : I am writing to formally file a complaint against Flagstar Bank regarding repeated and unauthorized trespassing on private XXXX XXXX XXXX despite prior notifications and warnings.

On XX/XX/year>, I submitted an Affidavit of Fee Schedule to Flagstar Bank, clearly outlining the fees associated with any unauthorized trespassing on Trust Property.

On XX/XX/year>, I forwarded an Amended Security Deed to Flagstar Bank, explicitly advising that no trespassing is permitted on private Trust Property.

On XX/XX/year>, I faxed a Certificate of Trust to the Flagstar Research Department, reiterating the restriction against trespassing on private Trust Property.

Despite these notifications, Flagstar Bank has continued to send representatives from a company called CLS to trespass on the private XXXX XXXX XXXX. These actions are in direct violation of the terms outlined in the previously submitted documents.

I have attached the Affidavit of Fee Schedule for your review. Please note that the XXXX XXXX XXXX and the Certificate of Trust are not included due to the sensitive nature of these documents and their association with private trust property.

I have also included an invoice for the violations that have occurred as a result of this unauthorized trespassing. I request that this matter be investigated promptly and that all future trespassing activities cease immediately.

Thank you for your attention to this serious matter.

Sincerely, XXXX XXXX",Closed with explanation,N/A
9992311,2024-09-02,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,Fees or costs during the application process,"Lima One Capital, LLC",TX,"On XX/XX/XXXX, I provided payment information for an appraisal fee totaling {$4000.00} plus {$350.00} ( proof of payment attached ) for a home purchase. The appraisal fee was originally requested ( request attached ) on XX/XX/XXXX as a part of the package that the Project Coordinator would submit to underwriting and request the appraisal.

After collecting all documents and information, the XX/XX/XXXX on XX/XX/XXXX confirmed that the loan package was submitted that morning for appraisal request and underwriting ( confirmation attached. ) Upon review by underwriting, my loan was declined, and therefore, never submitted for appraisal.

After several phone calls and weeks of follow up XXXX XXXX confirmed that I was due a refund and it would be processed in XXXX business days ( attached ). XXXX XXXX XXXX refunded {$350.00} plus {$3700.00} on XX/XX/XXXX, a remaining {$300.00} is still owed to me.

After following up again, the lender advised that {$300.00} was withheld as a "" trip fee '' supposedly paid to the XXXX ( explanation from lender attached ). However, my loan was declined prior to an appraisal being requested. Additionally, no XXXX was assigned to my property and no contact was made to me by an XXXX to schedule a visit to the property.

Despite multiple requests ( requests attached ) for a refund of this {$300.00}, XXXX XXXX XXXX has stopped responding to my communications and has not provided the remaining refund. I appreciate your attention to this matter and request your assistance in resolving this issue and addressing the unfair practices involved.",Closed with monetary relief,N/A
9992265,2024-09-02,Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",Mr. Cooper Group Inc.,TN,Mr. Cooper purchased my mortgage from XXXX XXXX XXXX XXXX XXXXXXXX of this year. My homeowner 's insurance payment was due XX/XX/year>. MrCooper did not make the payment until XX/XX/year> and XXXX canceled the policy. I looked online and found that MrCooper is notorious for being late with homeowners insurance payments made from the escrow account.,Closed with explanation,N/A
9991705,2024-09-02,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,OLD NATIONAL BANCORP,IL,"BACKGROUND : Our mortgage had been in place for seven years. We have always maintained full property insurance, as required. Our insurer and agent has always sent the servicer proper advise of our continuous coverage. Meanwhile, the servicer has claimed repeatedly that our insurance was expired or non-existent. The most recent occurrance of this behavior is exhibited on FORM LETTER # XXXX attached dated XX/XX/24.

After receiving letter # XXXX, we first followed up to the servicer by telephone. In that phone call, the XXXX told us verbally what insurance information they had "" on file '' for us. The information they conveyed was completely erroneous ( wrong insurer name and wrong expiration date )! We became very concerned about fraud and identity theft, because it appeared the XXXX had mixed up our records with those from a different customer. Where else could the false insurer and expiration data come from?

For this latest false claim by the Servicer ( letter # XXXX ), we sent the Servicer letter # XXXX dated XX/XX/24 attached. Considering the past and current inaccurate Servicer recordkeeping, our letter reasonably requested that the servicer provide us with a summary of past entries, changes and data sources for the insurance information they had entered on our account records. Only by seeing this infromation can we compare it to insurance information sent to the servicer by agents and insurers. Only by doing this can we get evidence of the accuracy or ineptitude of the servicer 's recordkeeping.

Subsequently, we received the servicer 's FORM LETTER # XXXX dated XX/XX/24, indicating they now purportedly had accurate insurance information even though ( a ) they had accurate information it all along until they mixed up our records with those of other customers and ( b ) THEY DID NOT DISCLOSE WHAT INFORMATION THEY NOW HAVE so we have no way of knowing just WHAT their records show now.

The servicing provided on this mortgage loan - as it relates to insurance monitoring- is sloppy at best. At worst, it puts customer privacy at risk because customer data is not accurately updated and maintained.",Closed with explanation,N/A
9991049,2024-09-02,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure","PLANET HOME LENDING, LLC",AL,"I have been traveling a lot for work. While I was abroad for work, my bank I had been paying my bills from, closed the account for security because I used the connected debit card abroad, and physically mailed me cashier checks. Checks I could not access as I was abroad for work. Payments got missed. Planet Home offered loan restructuring. I had to make three equal payments at the new price. When I had successfully made those payments, they sent me the paperwork to sign, but I was not home. So I asked them prepare and email me a copy of that paperwork. They said I had a very small window ( 24-48 hours ) to sign and have it in a prepaid fedex label.
I complied with all of these.
I called to make my payment in XXXX, and they told me a payment was not due that month as the loan had been restructured. This was roughly the twentieth of XXXX, long after the delivery of the documents.
In XXXX I called to make my monthly payment, they said I owed XXXX dollars, more or less.
Upon their explanation, they said that my paper was not valid because I used a digital notary service. Which was made legal by senate bill 275. A horrible technicality.
They said they resent the documents but I didn't respond in time so the restructuring was no longer an option. I said I had check my ring door bell footage and no such delivery had been made, and I also stated it wasn't fair because I had requested that email be the main source of communication, as my work requires my constant traveling. The representative put me on hold. When they came back on the line, they said that they would be preparing the documents for me again, and emailing them to me, as I did in fact request to be sent and corresponded with via email. They said that I would receive it in one week which was three weeks ago. I have not heard anything, and I feel that I am being unfairly treated in regards to my home. I want to resolve this issue, but that are not cooperating. I do not want to lose my home because they are not doing as they say.
I also have the call recorded where they said they would email me the documents.",Closed with explanation,N/A
9988580,2024-09-03,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Mr. Cooper Group Inc.,AL,"I previously Filed a CFPB complaint XXXX of this year concerning LOAN NUMBER XXXX XXXXXXXX. Mr. Cooper lied to you stating this case I have filed In XXXX XXXX XXXX Alabama case # XXXX was Dismissed and was the reason CFPB closed that complaint. The case I filed at the time of their response was indeed not dismissed at all. Case was set to pretrial.

Furthermore I am a sole inheritor of a property that has been deeded to me through Probate and Decree. Mr. Cooper has now failed for years to offer Required documents to properly name me as a Successor in Interest, has failed to take payments due to not being an authorized party to the note in question with several subsequent foreclosures filed against it. I have had to file litigation concerning the above, which is the same litigation that the company falsely told you was dismissed in their favor, and it wasnt. The Company still continues to not offer me : The proper forms to name me as a Successor in Interest, Name me as a borrower in the name of a successor, name me in any mailings considering account, Failed to offer me right to assume mortgage, failed to offer loan modification under assumption, Failed to even update my information to be mailed in an official capacity, and Etc.
.
Several False Foreclosures have been filed against this account in reference. I have been denied every right concerning a Successor In Interest. Yes this account is in litigation concerning these items as a side issue, but the company still ignores all of my present rights concerning it. I have not been able to divorce this account from the litigation due to the denial of my rights. Nor Have I been able to assume any right to rectify the account before the ensuing litigation.
This account has been dual tracked several times. XXXX XXXX XXXX XXXXXXXX ( XXXX and XXXX ) also answers to the complaint while dual tracking said foreclosure. Mr.Cooper makes claims that I am not a borrower or an interested party due them equivocally denying my rights afforded to me in this area. I have been completely railroaded out of this property down to having to file suit to stop a Dual Tracked foreclosure, while all afforded rights ignored.
Due to this, I have been denied of even being able to attach myself to other litigation, and prior CFPB claims that have ensued during the course of this account.
Aside from my specific rights being denied in this area of concern, it has two fold prohibited myself from any prior relief in this area, and from being able to seek present relief.

I can not pursue any relief in this area of Law concerning this account while not being afforded basic rights.
Long story short : Mr. Cooper Nationstar has denied me of every right to be named to this account as a Successor, Benefactor, and or Interested Party, which has by de facto allowed them to Dual Track a Foreclosure and collapse this account falsely. There are more serious issues than just this by name, but I as a Benefactor can not even attempt any form of Rightful Relief with this activity.
My Information has been stolen due to the data breach, and I can not even peruse claim due the failures referenced above, including the previous unlawful foreclosures that the CFPB has referenced at the time this account was attacked by them.",Closed with explanation,N/A
9988378,2024-09-03,Mortgage,Conventional home mortgage,Trouble during payment process,Loan sold or transferred to another company,"UNITED BANKSHARES, INC.",SC,"I received a construction to conventional loan from XXXX XXXX Initially I was paying interest only during the construction phase. During this time I made extra principal payments to decrease the interest while I was building. After final closing I paid several payments on the conventional loan with extra principal payments. On my last statement from XXXX XXXX XXXXXX/XX/year> the outstanding principal was {$720000.00}. When I received the new loan company United Bank statement XX/XX/year> outstanding principal was {$720000.00}. I called the new company to ask what happened, they told me to contact the old company. XXXX then informed me {$720000.00} is what United purchased the loan for. I went back to United and was able to talk to a local individual who sent it to her managers but nothing has ever come from it and after a few phone calls I have not received any explanation. I have requested a sit down at United bank for someone to walk me through the calculations showing where their numbers came from. I have all of the statements from XXXX and I just want to know that my extra principal payments were applied correctly and that I am not paying extra because the loan changed hands.",Closed with explanation,N/A
9988287,2024-09-02,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Delays in the application process,CrossCountry Mortgage LLC,PA,"Completely unethical, UNprofessional, bully tactics, rude, arrogant, threats and harassing",Closed with explanation,N/A
9987320,2024-09-02,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,"Fay Servicing, LLC",OH,"I have sent emails XXXX XXXX XXXX on two different occasions ( not including today ) requesting the same information. First, I sent proof of having my own homeowner 's insurance policy in XXXX XXXX, immediately upon getting my home out from under forecluosure. However, Fay Servicing continued to charge me for their policy even after I submitted proof.I also was being charged fees for unknown items such as "" recovered coorporate advances '' on my statement. I wrote an email inquiring about these items and requesting a breakdown oof my fees, escow, principle balance, and so forth in XXXXXXXX XXXX XXXXXXXX.I never received a response. I followed up in XX/XX/XXXX. I still never received a response. Today, XX/XX/XXXX, I received a letter in the mail from Fay Servicing stating that they received "" evidence of property insurance '' ( as if they just received it when I sent it in XXXX XXXX ), "" however upon review we noticed the Named Insured is not correct. According to our records the named insured should read as follows : XXXX XXXX XXXX ( XXXX ) XXXX XXXX XXXX ( my ex-hushand 's dad actually- My ex-husband is XXXX XXXX XXXX and he doesn't live here ) "" To comply with the terms ofthe loan please contact your insurance agent and request the named insurer on your policy to be updated accordingly and send us a copy of the Declaration page. '' I have been divorced sice XXXX and have since been with XXXX XXXX, XXXX, and now Fay Servicing. I have only had my name on my home insurance policy since XXXX since I am the one who pays the insurance and I am the one who pays the house payment.No other lender has ever made such a ridiculous request or given me such a difficult time.

My ex-husband does not live here and has never been on my home insurance policy before. This is simply a manipulation tactic so that XXXX can continue to over charge me for their outrageously priced insurance.

They are failing to respond to my requested regarding fees, specifically "" recovered cooperate advances '' because they know that they took advantage of my time in foreclosure to add atranomical fees and charges of which some were miscalculated or illegally added.

**Should the emails I have sent, my mortgage statements, or the letter received fromXXXX XXXXXXXX today stating a need for my ex on my insurance policy be needed - I can send them. However, I do not have them on the desktop I am using. I have the pics of them on my phone in whichI could send through my phone if needed or wanted.",Closed with explanation,N/A
9986871,2024-09-02,Mortgage,USDA mortgage,Applying for a mortgage or refinancing an existing mortgage,Changes in loan terms during the application process,T2 Financial LLC,SC,"I am writing to formally lodge a complaint against XXXX XXXX XXXX XXXX, a loan officer with Revolution Mortgage ( T2 Financial LLC, XXXX XXXX XXXX XXXXXXXX ), regarding his handling of my mortgage application. My assigned loan number : XXXX On XX/XX/year>, I received a welcome letter confirming that I was under contract with Revolution Mortgage. Throughout the process leading up to my scheduled closing on XX/XX/year>, I provided XXXX XXXX with all necessary personal information, including income documents, employment verification, and rental information. An appraisal was completed for the property I intended to purchase, and the title work was finalized by the attorney 's office.

However, two weeks before the scheduled closing, communication from XXXX XXXX and his team ceased entirely. I have made countless attempts to reach out via emails, phone calls, and text messages, seeking updates on my loan status, but to no avail. As of XX/XX/year>, I have not received a loan denial letter, nor have I been able to retrieve my earnest money.

I feel highly discriminated against due to the lack of communication and support from XXXX XXXX, especially in comparison to how he communicates with others. This failure to keep me informed has caused significant financial and emotional distress. I had made various arrangements in anticipation of moving, including notifying my current landlord of my intended move-out date of XX/XX/year>. My family and I are now at risk of a rent increase or losing our home altogether.

As a first-time homebuyer, I expected a professional and supportive experience. Instead, XXXX XXXXXXXX XXXX  handling of my application has made this process overwhelmingly stressful and disheartening.

I kindly request your office 's assistance in facilitating communication with XXXX XXXX and resolving this matter promptly. Thank you for your attention to this serious issue. I look forward to your response.",Closed with non-monetary relief,N/A
9985612,2024-08-29,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Foreclosure,Ocwen Financial Corporation,FL,"On XX/XX/XXXX, I contacted PHH Mortgage Services and I spoke with the representative XXXX XXXX XXXX XXXX, I wanted to know how come PHH Mortgage Services did not suggest a forbearance back in XX/XX/XXXX, when I told the agent, during a financial questionnaire, that I will not able to pay the total due amount due to a death in my family, health issues, and many other issues ( See your letter dated XX/XX/XXXX ). PHH Mortgage Services should have suggest and explain what is a forbearance. I was out of ressources and extremely XXXX, but PHH Mortgage Services did offer me anything at that moment, I was left alone On XX/XX/XXXX, PHH Mortgage Services sent me a Modification Offer, to be responded no later than XX/XX/XXXX. Instead of {$1200.00} per month, the offer suggested {$1100.00}. After few months of calls and letters received and after being clear that I was going through a serious financial hardship, PHH Mortgage Services offered me to lower my mortgage of XXXX XXXX  monthly. Speechless.

XXXX, the representative told me that my request for forbearance had been denied. I was confused because I never requested a forbearance, I thought that it was something that a servicing company needs to suggest, not from me. When I inquired about the reasons of the denial, I was told that one of the criteria for forbearance is being three to four months late on payments, which was my situation. The other criteria was a cash down payment. However, I was never informed of the amount required for this payment. Had I been made aware, I would have found the necessary funds to avoid the current situation. It is deeply troubling that I was not offered forbearance or informed of the necessary steps to qualify for it, especially considering that most of the servicing companies exhaust all possible options to avoid foreclosure. In my case, this was not done.

DEATH IN FAMILY In XX/XX/XXXX, my mother passed away in XXXX. I had to travel to XXXX to attend her funeral at the end of XXXX, which placed a significant financial burden on me. Additionally, the official XXXX  took place in XX/XX/XXXX. Unfortunately, due to my financial difficulties, I was unable to attend this important family event, which has been emotionally devastating.

HEALTH ISSUES Compounding my situation, I am also dealing with serious health issues. XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX This condition has left me feeling extremely uncomfortable and has severely impacted my ability to work as a XXXX XXXX XXXX. As you can imagine, my self-esteem and professional capacity have been greatly affected, leading to a further decline in my income. The cost to repair is {$30000.00} to {$40000.00} - I can not afford this amount for the moment.

FLOOD & FEMA In XX/XX/XXXX, my property was flooded in the kitchen due to extreme rain in XXXX XXXX. I had to deal with FEMA, and it took over a year to finally resolve this situation with them. Unfortunately, the financial assistance from FEMA was limited and did not cover the full extent of the damage. As a result, I had to use my own money and borrow from friends to repair the damage and make my home livable, especially to prevent mold from developing in the kitchen.

XXXX INCREASE / SPECIAL ASSESSMENTS XXXX XXXX monthly increase The most significant factors contributing to my financial hardship, however, have been the dramatic increases in my housing costs. Since XX/XX/XXXX, my condo fees increased from {$560.00} to {$680.00} per month. I have also been required to pay a special assessment of {$480.00} per month. A second special assessment for the XXXX of {$500.00}. This means my total monthly XXXX fees, including the special assessments, have skyrocketed from {$560.00} to {$1200.00} per month.

MORTGAGE INCREASE XXXX XXXX  monthly increase In addition to these challenges, my mortgage payment, which was {$670.00} per month, increased to {$1200.00} per month. This increase occurred because PHH Mortgage Services paid my property taxes for last year, that I need to repay and PHH Mortgage Services requested to cumulate for the projected taxes for next year. As a result, my mortgage payment rose by {$550.00} per month.

Altogether, these increases in my mortgage payment, condo fees, and special assessments have added {$1200.00} to my monthly expenses, making it nearly impossible for me to keep up with my financial obligations.

FILLING TO COURT FOR FORECLOSURE 5 MONTHS AFTER BEING LATE FOR THE FIRST TIME On XX/XX/XXXX, the last day that I was under review of the Modification Offer, PHH Mortgage Services filled in Court a lawsuit against me for non payment of XXXX, XXXX, XXXX, XXXX and XX/XX/XXXX, and request a foreclosure because I did not respond to the offer at that time.

Moreover, it is extremely challenging for me to defend myself in this foreclosure process, as I simply do not have the funds to hire a lawyer. PHH Mortgage Services is fully aware of my financial hardship, yet by proceeding with foreclosure, it is effectively discriminating against me, knowing that I can not afford adequate legal representation. This further emphasizes the unfairness of the situation, where a forbearance could have been a reasonable and humane solution.

EXPLANATION FOR NON-RESPONSE TO LOAN MODIFICATION OFFER XXXX XXXX Here is the reason for my non-response to the loan modification offer provided by PHH Mortgage Services. The circumstances surrounding my decision were directly influenced by advice I received from XXXX XXXX, the owner of my mortgage, specifically from a caseworker named XXXX.

Upon receiving the letter dated XX/XX/XXXX of a Loan Modification Offer, I was surprised, as I had been expecting a forbearance option to be presented instead. Concerned about this discrepancy, I contacted XXXX XXXX to clarify the situation. During my conversation with XXXX, the caseworker that I was transferred to, I explained my concerns, particularly the fact that the first loan modification offered only reduced my payments by XXXX XXXXa reduction that would not significantly alleviate my financial burden.

XXXX assured me that she would request a second loan modification from PHH Mortgage Services, as she understood that the initial offer was insufficient. She explicitly instructed me not to respond to the first loan modification offer by the XX/XX/XXXX deadline. She explained that submitting a response to the first offer could create confusion in the system and increase the likelihood of errors. She also advised me not to contact customer service regarding this matter, as she believed the first loan modification would be automatically canceled once the request for the second modification was submitted.

Following XXXXXXXX XXXX guidance, I did not respond to the initial loan modification offer. Unfortunately, despite my compliance with her instructions, the day that marked the final deadline to accept the modification also became the day my property was filed for foreclosure in court.

When I raised this issue with XXXXXXXX XXXX supervisor, XXXX XXXX, I received no assistance, nor did she acknowledge the error.

I firmly believe that the guidance provided by XXXX XXXX XXXX representative, XXXX, is the sole reason for my non-response, and as such, I hold XXXX XXXX and PHH Mortgage Services responsible for the resulting foreclosure action and destroyed my creditworthiness.

To ensure that all parties are aware of this situation and to seek a fair resolution, I am copying this letter to the Office of the Attorney General of Florida, the Consumer Financial Protection Bureau ( CFPB ), the Florida Department of Financial Services, XXXX XXXX XXXX  XXXX XXXX and the Federal Housing Finance Agency ( FHFA ). I hope that by bringing this matter to their attention, PHH Mortgage Services will take the appropriate steps to rectify this situation and provide the necessary assistance.",Closed with explanation,N/A
9985027,2024-08-29,Mortgage,Conventional home mortgage,Trouble during payment process,Lien release,BANCO POPULAR DE PUERTO RICO,PR,"I paid off my mortgage loan in XXXX of this year. When the lawyer went to cancel the Mortgage at the XXXX XXXX in XXXX, he realized that the mortgage wasn't registered, so it could not be cancelled.

I made XXXX complaints to the bank without response.

Today I called the bank again and they told me that I had to make arrangements to contact the lawyer who did the closing in 2004 to make a new deed and present it, that the arrangement wasn't with them.",Closed with explanation,N/A
9985008,2024-08-29,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,Trying to communicate with the company to fix an issue with the application process,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,"On Friday XX/XX/2024 I applied for a Home Equity Line of Credit with Bank of America, and within XXXX minuets of completing the application I was inundated with calls from mortgage companies calling to ask me about refinancing my mortgage or getting a HELOC, to the tune of as of XX/XX/2024 XXXX different lenders. I am deeply concerned because XXXX weeks prior I applied for a HELOC with XXXX XXXX and the only call I received was from my existing mortgage company. I want to know what on earth Bank of America did that would alter all of these companies to first of all have my cell number and secondly alert them that I was even interested in getting a HELOC. They can't tell me that these companies were alerted because of a credit pull because XXXX XXXX pulled my credit XXXX weeks prior and I did not receive any calls, yet they pull it, and my phone has not stopped ringing. Did they sell my information? The only reason I applied with BOA was because I thought the rate was going to be better than XXXXXXXX XXXX based on what I saw on the website, but it was higher, so I backed out of the loan request, trust me had I known this was going to happen I would've never applied with BOA. I am both angry and sadden that his has happened to me and I want answers as to why it has happened and if this is happening to others than BOA needs to be held accountable and if they are selling my information without my knowledge than shame on them!",Closed with explanation,N/A
9984945,2024-08-29,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu","Real Time Group, Inc.",CA,"I am writing to file a formal complaint against RTR regarding the handling of my loan repayment plan and the transparency of the statements provided. I recently received a response from RTR ; however, I do not believe they are genuinely attempting to offer an acceptable payment plan that aligns with my financial situation.

RTR proposed a payment plan that, due to my current financial hardship, I simply can not commit to. Despite explaining my financial difficulties to them, they have not been accommodating or understanding of my circumstances. They did mention that they would fix and reverse the fees that were added to my account, but I have yet to receive a clear statement reflecting these fee reversals.
They have confirmed that both legal and interest fees will be reversed in recognition of my consistent payments and the existence of a temporary payment agreement that stipulates a 0 % interest rate.

Furthermore, the statements provided by RTR are confusing and unclear. I have been making payments including a down payment for approximately XXXX years, yet the balance on my loan does not seem to decrease. This was originally a {$50000.00} loan, and now RTR is demanding {$89000.00}, which seems unreasonable, especially considering that the investors ( RTR ) likely purchased this loan for pennies on the dollar.

I find it extremely difficult to work with RTR, as their communication lacks clarity, and they have not demonstrated a willingness to provide reasonable support or transparency regarding my loan. I am requesting your assistance in resolving this matter, ensuring that RTR provides a clear and accurate statement, and helping to establish a fair and manageable repayment plan.

Thank you for your attention to this matter. I appreciate your help in ensuring that RTR adheres to fair practices and offers the necessary assistance to borrowers in financial hardship.",Closed with explanation,N/A
9984931,2024-08-29,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Freedom Mortgage Company,LA,"My house was damaged XXXX years ago today by XXXX XXXX. I had to sue my insurance company XXXX whom eventually declared bankruptcy. State of XXXX  stepped in and paid for part of my claim. Half of the amount was sent to me by Freedom but most of that went to attorney fees. I have tried contacting the Loss Draft Dept. at Freedom multiple times about the other half of the money to get my house fixed with these results : 1. Long wait times when calling - usually 45 minutes to an hour to answer 2. left call back number with no call back 3. Sent emails with no reply back 4. When I do get someone, they say they are going to escalate the issue and priority but nothing ever happens 5. Signed a third party authorization form but they will not answer calls or emails from my contractor",Closed with explanation,N/A
