complaint_id,date_received,product,sub_product,issue,sub_issue,company,state,narrative,company_response,consumer_disputed
9991180,2024-09-02,Credit card,Store credit card,Problem when making payments,Problem during payment process,"Bread Financial Holdings, Inc.",TX,"XXXX Purchased XXXX XXXX at IKEA and paid for their brand sponsored delivery service.

After items were received, and we attempted to assemble, there was damage to internal contents as well as missing parts.

XXXX All items returned to IKEA at the store a credit of {$610.00} was received. I opened case XXXX XXXXXXXX for the remaining {$41.00} to be refunded which was the delivery fee. It was not equitable to make a consumer pay for delivery of product that was damaged / missing product.

XX/XX/year> IKEA Customer Service issued a credit in the amount of {$41.00} to the card Comenity Bank aka Bread Financial has ZERO willingness to properly credit the account for this return.

The purchase was done on a 6-month promotional plan. That plan expires XX/XX/year>.

The account has other balances that are finance charge bearing. I understand that. However, it is absolutely inexcusable that a purchase, on a promotional 0 % interest be returned IN ITS ENTIRETY and the credit issued for RETURNING those items are applied to ANOTHER BALANCE in the account.

It will ABSOLUTELY be financially HARMFUL to me by this company refusing to properly credit the account. This company is TAKING ADVANTAGE of the consumer in a fiscally harmful manner.

Refusing to properly credit a return, will then FORCE the promotional balance to expire and INTEREST TO ACCRUE ON MERCHANDISE THAT IS NO LONGER IN CONSUMER POSSESSION!!!!

I have been trying to explain this problem via message service on customer card portal. I have not received any assistance. I was told to write a letter of complaint to Comenity Bank, and I doing that through the CFPB as I firmly believe a U.S. Government agency needs to be made aware this bank is not fairly treating its customers, and in fact costing customers money they should not be paying.

I am attaching the return receipt for {$610.00} from from return in store. I do not have a receipt for the {$41.00} credit as that was done by IKEA corporate customer care. This amount does show on my statement as a "" CREDIT '' so it is clearly not a payment. I am also including my XXXX XXXXXX/XX/year> statement to show the two combined CREDITS are applied to an interest bearing balance THAT IS NOT RELATED TO THIS RETURN!!!

Simply put, if an item is returned THAT corresponding purchase on a consumer card should be credited. I have sincerely NEVER had this sort of crediting issue with any other merchant nor proprietary card carrier.",Closed with explanation,N/A
9991148,2024-09-02,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,GOLDMAN SACHS BANK USA,MI,"Hello, I have owned XXXX rewards credit card for the last 4 months. For some unexplained reason, they decided to put ahold on my one time payment of XXXX dollars on XX/XX/XXXX thats lasted for 14 days before it was reflected on my credit line. They did the same with the payments in the amount of XXXX dollars done on XX/XX/XXXX and XX/XX/XXXX. I have reached out to the company on multiple occasions and they were unable to provide me with a clear explanation on why that was happening and when this policy would end. I have received no prior notification from them either that my payments would be placed on hold either",Closed with explanation,N/A
9991004,2024-09-02,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,CAPITAL ONE FINANCIAL CORPORATION,IL,XX/XX/XXXX or XX/XX/XXXX charges were applied to an online account that I did not setup. All the charges were done per online. I never set up online accounts.,Closed with explanation,N/A
9990751,2024-09-02,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"CLGF Holdco 1, LLC",FL,XXXX XXXX decided to close my account because I did an address change via app. They charged me an {$170.00} annual fee. This dont make any sense why my account was closed or revoke. I feel discriminated against.,Closed with explanation,N/A
9990656,2024-09-02,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"CLGF Holdco 1, LLC",PA,Indigo has not updated my balance with all XXXX credit Bureaus,Closed with non-monetary relief,N/A
9990591,2024-09-02,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"CLGF Holdco 1, LLC",GA,Credit card company failed to send the Hardship application after I spoke to Rep on XX/XX/year> ( XXXX ) in Account XXXX. Unable to pay and company XXXX XXXX XXXX Concora Credit refuse to settle at a reasonable amount and remove from my credit report.,Closed with explanation,N/A
9990563,2024-09-02,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,GOLDMAN SACHS BANK USA,OH,"This is regarding Apple Card. In XX/XX/year>, I missed XXXX payments of {$30.00} each. In XX/XX/year>, I lost my XXXX that had all the Apple Card information on it -- and for some reason Apple Card prevents you from making an online payment through your bank 's Bill Pay ( which I how I pay for 99 % of my bills ).

I contacted Apple Card, and they were willing not to charge me interest on the card in XXXX, as long as I made a payment of {$220.00}, by XX/XX/XXXX.

I made the {$220.00} payment on XX/XX/XXXX, only to discover that {$170.00} of my payment had gone toward fees and interest. They charged me almost XXXX my monthly payment on excessive fees and interest.",Closed with explanation,N/A
9990448,2024-09-02,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with cash advances,"BANK OF AMERICA, NATIONAL ASSOCIATION",MT,"Bank of America continued imposition of interest charges on my XXXX XXXX XXXX credit card when the only transaction on my account for the past 10 months has been a balance transfer/cash advance loan described by Bank of America XXXX BOA ) in relevant part as follows : Advances : Promotional APR Annual Percentage Rate 0.00 % Promotional Transaction Type CHK, DD Promtional Offer ID XXXX Promotional Rate End Date XX/XX/year> Interest Charges by Transaction Type {$0.00} Thus, no interest charges should have been imposed. I demand return of the {$49.00} wrongfully charged on this account as a statement credit or cash back.",Closed with monetary relief,N/A
9990400,2024-09-02,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,DISCOVER BANK,CA,"I disputed a charge on my Discover card, after a vendor continued to bill me, and make it literally, provably impossible for me to change my subscription status.
And invoice was sent to me with an email that did not work.
During the dispute, a phone number was provided, which also did not work.
Lastly, the merchant provided a process that is provably impossible to follow ( it is simply wrong ) to change my subscription status.
I have not been receiving service from this merchant ( XXXX ) for several months now, but they continue to bill me.

I opened a dispute with Discover. Surprisingly, Discovered maintained the positions that : 1 ) I must provide proof of cancellation, irrespective of it being impossible to obtain 2 ) It does not matter that the merchant has made it impossible 3 ) It does not matter that the merchant provided false information to Discover 4 ) Once I have made one purchase once, the merchant is entitled to bill my card forever, no matter what.

The merchant ( XXXX ) billed by credit card multiple times for a paid service.
The invoices were sent to an email which is not associated with the account.

The account itself is currently suspended and services are inaccessible, and XXXX has failed to respond to support requests for > 60 days. There is no way to contact support, no way to log in to change subscription status, no services being rendered.
While that issue in and of itself should be treated as a business fraud separate to this claim, the issue here is with Discover, who has set literally impossible requirements to challenge an incorrect charge on my card.

Due to their statement that the merchant may perpetually bill me forever for the service and there is nothing I can do about it, I had to close my account with Discover for my own protection.

Unfortunately, I can not easily capture the chat logs where the 4 positions of Discover listed above were laid out. In any request from the CFPB to Discover, the text of the chat logs should be requested.",Closed with explanation,N/A
9990375,2024-09-02,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Information belongs to someone else,JPMORGAN CHASE & CO.,NY,"I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely. JPMCB CARD XXXX",Closed with explanation,N/A
9990194,2024-09-02,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,DISCOVER BANK,FL,"My credit card provider ( Discover ) asked me to sign a 4056-C IRS form using their XXXX service , which I did and I have a confirmation email showing that I signed it within the requested 5 day period ( before XX/XX/XXXX ). I signed it on XX/XX/XXXX, I was not contacted about it again until XX/XX/XXXX, in an email in which they said they had not received the form...

However, the email said the following, verbatim : "" Important : If you have already provided the consent requested and have not received any follow-up communication directly from Discover, there is no need for you to contact us. "" ...

They indeed did not provide any other follow-up communication... given that I have no other emails, messages, or phone call attempts- and given that I had already provided the consent on the same day they sent it ( mind you, I have a confirmation email that I sent it )- I did not contact them as they explicitly said it wasn't necessary...

It is now XX/XX/XXXX, and I call in to their service line as I notice that I'm unable to use my credit card...

After being transferred a few times, they tell me they haven't received it and my account is pending closure ( because they apparently have no record of receiving the form ) - and will likely close and their is nothing they can do about it. They are going to report my account to the credit bureau even though I did everything they asked of me promptly. I ask to speak to the supervisor but she refuses telling me they have no process and she's the end of the line. After becoming a bit audibly frustrated ( I never cease to be cordial, albeit I did get a bit upset-sounding ) - she tells me "" we're going around in circles '' and promptly disconnects the call.",Closed with explanation,N/A
9990162,2024-09-02,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Information belongs to someone else,AMERICAN EXPRESS COMPANY,NY,"I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely. AMEX XXXX",Closed with explanation,N/A
9999500,2024-09-03,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,JPMORGAN CHASE & CO.,CA,"I had a Checking account with Chase Bank- Someone hacked into my account and made about 23 false claims. Once the claims were placed Chase without question reversed all the payments, which increased my bank account balance. The hackers then took the money out of the bank account through my XXXX XXXX account, which is linked to my bank, which they also hacked into and sent the money to about 5 people.
Chase told me they were not responsible and to talk to XXXXXXXX XXXX. XXXX XXXX denied my claim for no good reason but because it looks like i made the transactions. But it was my account so of course it looks that way.
I feel chase is responsible for this because it started with my bank account. How is any random person able to make false claims on monthly payments that I make to, Rent, Car payment, XXXX XXXXXXXX XXXX, credit card payments. Chase said claims can go back as far as 2 years. Thats ridiculous! They need a better system especially on claims for monthly payments- these should be flagged immediately. the total of this money was about {$13000.00}. I now had to pay back all my creditors this money which i do not have. I am not in a financial hardship. Its hard enough being a single mom and now this!!!
I hope you can help me",Closed with explanation,N/A
9999372,2024-09-03,Checking or savings account,Checking account,Problem caused by your funds being low,Bounced checks or returned payments,JPMORGAN CHASE & CO.,CA,"On XXXX XXXX I made a deposit of {$9900.00} with a check issued by XXXX XXXX  XXXX XXXX XXXX. The check was sent from XXXX. The bank teller stated that the check would be placed on hold for XXXX business days. Normally an out-of-state check is held for XXXX business days. On XX/XX/XXXX, I withdrew {$9100.00} to purchase remote customer service equipment. The branch XXXX signed off on the withdrawal that day. The next day XX/XX/year> I received a text message from chase informing me that my checking account was overdrawn by {$6100.00} dollars. I went to the branch in XXXX XXXX XXXX  and spoke with the branch XXXX and he informed me that the bank would hold me liable for the check amount because I took the money out of my account. He stated to wait XXXX business days to be sure of how Chase would handle this. A few days later I received a letter from Chase with a copy of the check informing me that they were going to take the money from my checking account that they lost. I called Chase customer service to file a fraud claim but was informed that they are considering the check a forgery and I'm liable for the amount taken out and they do not consider this fraud. Although that is exactly what this is. So far the bank has taken over {$6000.00} out of my checking account. Please help",Closed with explanation,N/A
9999355,2024-09-03,Checking or savings account,CD (Certificate of Deposit),Managing an account,Funds not handled or disbursed as instructed,"AXOS FINANCIAL, INC.",OH,"I had Axos Bank close out one of my XXXX XXXX  and send it to another bank for deposit. It was mailed by Axos on XX/XX/year>. It has not arrived at the receiving bank. I started calling them on XXXX XXXX and asking if anyone has cashed it. They said they had to research it and would get back to me in XXXX to XXXX hours. After that time period there was no response. I repeated the process, talking to XXXX from Axos on Wed, XXXX XXXX, his only response via secure email was that the check was sent on XX/XX/XXXX. Called again on XXXX XXXX, talked to XXXX, she said that they would have to research it and she would call us back. She never called back.
Sent them a secure message on XX/XX/XXXX. No response as of XXXX XXXX at XXXX EST.
Called them XX/XX/XXXX at XXXX pm and spoke to XXXX and asked to speak to a XXXX. She said she could not connect me and someone would call us back in XXXX days!
I find this totally unacceptable treatment for a bank. After all this time, we have no information other than the check has been sent! ( so they say ).
This bank has an extremely bad system of handling this issue. I don't know how they can be this inept and lacking in service when a lot of money is involved.",Closed with explanation,N/A
9999353,2024-09-03,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,JPMORGAN CHASE & CO.,SC,"To whom it my concern : I got money taken from my account on XX/XX/year> which was XXXX from an ATM machine in XXXX and I had my card with me in South Carolina. I called Chase bank and told them my situation but they denied me so they wont give me back my money! I am XXXX XXXX XXXX and I live a fixed income and I really do need my money. I never share any information about myself at all and I dont know how they got my PIN number to take money out of the ATM!

Sincerely",Closed with monetary relief,N/A
9999313,2024-09-03,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,GOLDMAN SACHS BANK USA,OR,I received a bank statement from Marcus by Goldman Sachs. I never opened an account with them before or any knowledge of this bank before this. There was a charge with money deposited and then withdrawn from the account. I called to let them know I did not open the account and was told to file a police report,Closed with explanation,N/A
9999296,2024-09-03,Checking or savings account,Savings account,Managing an account,Banking errors,"AXOS FINANCIAL, INC.",FL,"I opened this account with the promise that I would be receiving XXXX  % interest no matter what my balance would be. They lowered my interest rate to XXXX  % without any notice. I dont believe this is the way Banks should do business.

My funds have been tied up in this account since XX/XX/year> and I have not been able to gain access to them at all due to, scheduled Maintenance on my account.",Closed with explanation,N/A
9999148,2024-09-03,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"Early Warning Services, LLC",GA,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX ), Contents of Complaint : I am writing to request and investigation of the following accounts I have NEVERED opened or use the accounts listed below Im requesting the following information to be deleted from my early warning consumer report immediately I attached a copy of my report to this request The accounts consist of an XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Closed with explanation,N/A
9998923,2024-09-03,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,WELLS FARGO & COMPANY,CA,"On XX/XX/scrub>, 2024, my XXXX was stolen while visiting XXXX. and my Wells-Fargo banking app was compromised. I saw unauthorized charges within hours, and I immediately contacted Wells Fargo to report Fraud on my accounts. Several Faud Claims were filed against all unauthorized transitions, and I was given claim numbers. Local authorities in XXXX, XXXX were notified ( Police report # XXXX ). My checking account is linked to Wells Fargo Credit Card. The bank processed XXXX unusual transitions that resulted in an overdraft. My checking account was credited with {$10000.00} which was used for all unauthorized purchases coming from my checking Debit Card. A wire transfer was then authorized for {$10000.00} to an unknown party/bank. Wells Fargo allowed these XXXX unusual transactions to be made without requesting additional confirmation, or tracing IP addresses, or considering previous account history.


I received a letter dated XX/XX/XXXX from the Wells Fargo Fraud Department saying they would not reverse any overdraft charges and that. I received XXXX letters from XX/XX/XXXX saying that I authorized the charges that no error occurred and that the claims were closed. I went to my local WF branch and the branch XXXX, XXXX XXXX called Wells Fargo Fraud Department from his office phone while I was in his office to explain to them in detail the series of events. He said the fraud department asked for me to bring a letter explaining to Wells Fargo the details of the event. XXXX days later, I returned to the branch and brought the letter and a copy of the police report to be faxed to Wells Fargo Fraud Department. XXXX XXXX faxed it himself. Almost immediately, on XX/XX/XXXX I received new letters from Wells Fargo denying my claims. Ive been back to the bank, they will not explain the process for fraud claims, nor give me an email for the department, only deny.

My account history shows that I do not make wire transfers, do not use my debit card for routine purchases outside of the US, and certainly not XXXX transactions in XXXX day. In addition, I do not have a history of overdraft and continue to make purchases. These were all very suspicious transactions that should have been flagged and required additional verification from me, but none of that protection was initiated or offered by Wells Fargo.",Closed with monetary relief,N/A
9998842,2024-09-04,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,GOLDMAN SACHS BANK USA,CA,"XXXX has locked me out of my account. I can not access my information. Multiple calls to the customer service line result in the same obstruction - the representative says that they can not verify me because my telephone # ( same one I had when I opened the account ) shows a different name in a database the representative is referencing. And since I'm a CA resident, they also inform me that CA residents can not be verified through drivers license. Multiple times I've been told some 'team ' will get involved and contact me. This issue is more than a week old and no one has contacted me. The net result is that XXXX appears to be blocking my access to money I've deposited or transferred and will provide no solution. I'm reporting to CFPB.",Closed with explanation,N/A
9998632,2024-09-04,Checking or savings account,Checking account,Managing an account,Problem accessing account,ALLY FINANCIAL INC.,OR,"Ally bank received direct deposit of my Social Security payment into my account ending in XXXX on Wednesday XX/XX/XXXX which they had closed. I called on XXXX the XXXX they acknowledged receipt and would be overnighting the check to me.
Did not get it the XXXX even though I impressed it was condition critical for medication. Did not provide me any overnight or shipping information.

Saturday I was informed that unfortunately the person supposed to sign off or authorize the shipment was not in and would not return till Tuesday.

Today Tuesday they still do not have any information of me receiving my check. I would formally want to charge them for cruelty and abuse of a XX/XX/XXXX citizen and for being callous.",Closed with explanation,N/A
9998472,2024-09-04,Checking or savings account,Other banking product or service,Managing an account,Banking errors,REGIONS FINANCIAL CORPORATION,AR,On XX/XX/year> they move transactions around to cause you to over draft. There are XXXX of customers complaining of missing money. They charge you for the same transaction multiple times. Today it cost me XXXX dollars. Something is going on at Regions nation wide. I have heard many complaints from other people for the same thing.,Closed with explanation,N/A
9998317,2024-09-04,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,JPMORGAN CHASE & CO.,NY,"I filed a claim about an altered check ( in the amount of {$4300.00} ) with Chase bank and sent in the required documentation via an in-person banker at a bank branch around XXXX on XX/XX/XXXX. The branch is located at XXXX XXXX XXXX in XXXX. Since then, XXXX has refused to provide updates, accurate information, or any help in resolving this matter. After XXXX weeks of assuring both myself and their branch banker that the process to refund my funds was in progress, the fraud department has now said that they never received the proper documentation.

I saw the banker, XXXX, submit that documentation and confirm with the fraud department that the documentation was received. I also spoke with the fraud department on multiple occasions and they assured me the proper paperwork was in their possession. They berated me for calling to check.

XXXX  XXXX XXXX, the bank at which the fraudster attempted to deposit/cash the altered check alerted me of the fraud and is holding the funds on my behalf. XXXX  XXXX XXXX can not release these funds until Chase contacts them. Chase refuses to follow up with XXXX  XXXX XXXX or properly process my claim. I've spent over XXXX hours trying to solve this issue over the past XXXX weeks.

Chase bank is a ) not processing my fraud claim, b ) refusing to provide necessary or accurate information and c ) refusing to allow me to use my new checking account to make purchases since my old checking account is restricted due to fraud.

Below I've attached the required forms I submitted to Chase, as well as a copy of the fraudulent check and a previous non-altered check with my handwriting for comparison.",Closed with monetary relief,N/A
9997791,2024-09-04,Checking or savings account,Checking account,Managing an account,Fee problem,WELLS FARGO & COMPANY,PA,My name is XXXX XXXX I never got my one time {$25.00} credit yall promise please verify it was applied to my account etc. My name is XXXX XXXX XXXX and contact me at XXXX and account number is XXXX etc Here is my documents to add to my XXXX CFPB and verify it was applied to my account and verify it was spent too etc.,Closed with explanation,N/A
9997525,2024-09-04,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,WELLS FARGO & COMPANY,PA,"My name is XXXX XXXX I need my dispute claim Claim Reference Number : XXXX to reopen and reinvestigated and appeal because I disagree with the dispute decision because I did contact the business but they couldnt help me they say to contact my bank to dispute.
My name is XXXX XXXX XXXX and contact me at XXXX XXXX",Closed with explanation,N/A
9997513,2024-09-04,Checking or savings account,Checking account,Closing an account,Company closed your account,CAPITAL ONE FINANCIAL CORPORATION,WV,"I open a XXXX  checking account with Capital One Bank lately, less than 2 months After I deposited two checks from my XXXX, Capital One made my available balance to {$0.00}, first check was deposited XX/XX/XXXX with amount {$10000.00}, the second check was deposited XX/XX/XXXX with amount $ XXXXits been 2 weeks now, I called the Capital One Bank , they were informing me that they will need more documents from me to approve I am the XXXX XXXX XXXX XXXX XXXX XXXX, I have to wait from Capital One Bank send me email or phone calls in three business days, but until now I receive nothing. I do have my documents ready which they were telling me on the phone, they don't even send me a letter or mail tell me the reason my account on the hold, just put my account balance to {$0.00}, this is XXXX  checking, I have to keep XXXX XXXX running, please help me, at least get Capital One talk to me help me fix my issues, please!",Closed with non-monetary relief,N/A
9997509,2024-09-04,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,U.S. BANCORP,WA,"In XX/XX/XXXX, I opened a checking account with XXXX XXXX in response to a promotion that promised a {$600.00} reward after meeting a direct deposit requirement. I completed the direct deposit requirement but never received the reward. Upon visiting a US Bank branch on XX/XX/XXXX, I was informed that the promotion ended on XX/XX/XXXX. However, my account was opened on XX/XX/XXXX, just two days later, and there was no clear communication at the time of opening that the promotion had ended. This seems misleading, as I would not have opened the account if I had known the promotion was no longer available. I would like US Bank to honor the promotional reward as advertised or provide a resolution.",Closed with explanation,N/A
9997431,2024-09-04,Checking or savings account,Checking account,Managing an account,Fee problem,WELLS FARGO & COMPANY,PA,"My name is XXXX XXXX I never got my one time {$XXXX} credit yall promise please verify it was applied to my account etc.
My name is XXXX XXXX XXXX and contact me at XXXX and account number is XXXX etc",Closed with explanation,N/A
9996240,2024-09-04,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"CITIBANK, N.A.",NY,I just opened new account in citi and there is a XXXX dollars bonus with requesments. I did it but i didn't bonus,Closed with monetary relief,N/A
9995967,2024-09-04,Checking or savings account,Checking account,Managing an account,Banking errors,WELLS FARGO & COMPANY,CA,"I am writing to file a formal complaint against Wells Fargo regarding their inadequate response to my claims of fraudulent activity on my banking account, as well as their refusal to acknowledge my situation as a victim of a robbery and a data breach.

Recently, I received correspondence from Wells Fargo stating, "" Thank you for contacting us. We completed our research and are providing details to address your concerns. Unfortunately, your request for the bank to write letters to your creditors explaining why payments were returned from your checking account ending in XXXX can not be fulfilled. '' The letter further indicated that they failed to provide any new insights or information regarding my case, as my concerns were considered resolved. However, the information they provided is inaccurate and does not appropriately address the severity of my situation.

I have previously submitted police reports documenting my robbery, along with evidence of fraudulent charges on my banking account. I clearly highlighted these transactions in my bank statements, and yet Wells Fargo has chosen to overlook this information while stating that they would not write letters to my creditors regarding my returned payments. This disregard for my circumstances is not only frustrating but also detrimental to my financial well-being.

Moreover, Wells Fargo 's approach to handling my complaint has been confusing and unsatisfactory. They seem to maintain that my concerns have been addressed while dismissing the clear evidence I provided. I believe their response lacks the seriousness it deserves, especially considering that I am a victim in this case and that my credit history has been negatively impacted due to these unresolved issues.

In light of these circumstances, I urge the CFPB to assist in investigating Wells Fargo 's response and practices regarding cases of fraud and customer complaints. It is essential that victims of robbery and data breaches receive adequate support and fair treatment, rather than receiving dismissive responses.

Thank you for your attention to this matter. I look forward to your assistance in addressing my concerns regarding Wells Fargo.",Closed with explanation,N/A
9995736,2024-09-02,Checking or savings account,Checking account,Closing an account,Company closed your account,JPMORGAN CHASE & CO.,CA,"Hello, I had a very great relationship with chase, and I have never done nothing wrong, I have never had a bounced check nor anything, I keep trying to search up the reason why a bank can close your account without any reason and I cant find any, I feel like my debit card was wrongfully closed, and I will like the company to open my debit card again, as I love the company alot. They have been amazing, and I have been an amazing client as well, Im very disappointed right now on the way they acted on my account, when I never have done nothing wrong",Closed with explanation,N/A
9995415,2024-09-02,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,WELLS FARGO & COMPANY,DC,"In XX/XX/year> I stayed at an XXXXXXXX XXXX XXXX XXXX and I paid using the payment plan company XXXX. I used the entire XXXX stay, but on the morning I was leaving I found XXXX on the XXXX I was XXXX XXXX  and requested a refund from XXXX who denied me. Because I felt that XXXX violated their terms and conditions I initiated a dispute for the amount that I paid. The first dispute was for the original payment I made to XXXX for roughly {$98.00}. While waiting for a decision on this dispute. I continued to make my agreed upon payments to XXXX. As well as continue to communicate with XXXX requesting a full refund. This dispute for {$98.00} was approved. I then initiated a dispute for the final 3 payments that I made while waiting for the resolution. This dispute was for a total of {$380.00}. Visa denied this additional dispute and Wells Fargo took the money from my account on XX/XX/year>.

Before I received information that Visa made a decision regarding my secondary dispute, XXXX finally agreed to provide me with a full refund for the stay. This was XX/XX/year>. I believed at the time that every would be fine and my funds would be finalized in my account.

On XX/XX/year> I reach out to Wells Fargo, who told me to reach out to XXXX who told me to reach out to XXXX. XXXX provided receipts with confirmation numbers showing they sent the money back to XXXX on XX/XX/year>. XXXX alleges that on XX/XX/year> they sent 3 transactions totaling {$380.00} to Wells Fargo in response to the transaction disputes I initiated. I asked XXXX to provide me with a receipt with a confirmation number or transaction number. I was informed by XXXX representatives that they do not provide or have that any receipt or confirmation to provide. Wells Fargo informed me that they did not receive any funds from XXXX in relation to the transaction dispute.

XXXX says they will not provide a refund as they already returned the money during the transaction process. I provided all the information to Wells Fargo and they have stated multiple times that there is nothing they can or will do to further assist me in this matter.",Closed with explanation,N/A
9994637,2024-09-02,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Chime Financial Inc,FL,"I had a charge to my chime account, On XXXX different occasions I tried to file a claim and they denied XXXX of them for the most money I have been asking for a review XXXX a XXXX  mother of XXXX! XXXX $ and XXXX $ XXXX not seem like a lot but when it makes a difference in paying my daycare or renting a car thatll get me through the week. Its a lot to loose for me. I didnt notice when I went to XXXX XXXX the XXXX of XXXX around XXXX I had left my wallet unattended XXXX of my cards were missing I didnt want to file a police report because I figured it would be ok, well as I was looking through my recent transactions I seen a withdrawal of XXXX $ on XX/XX/XXXX at XXXX, another XXXX $ withdrawal on XX/XX/XXXX at XXXX and the last one on XX/XX/XXXX at XXXX XXXX XXXX Chime has denied my claim and I really CANT afford to loose this much money XXXX hoping the XXXX for XXXX $ will be accepted but I have a bad feeling it wont. I got a new card and they will be mailing it in the XXXX of XXXX but still I need this money back. Please help me!! Idk what else to do",Closed with non-monetary relief,N/A
9994594,2024-09-02,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,ALLY FINANCIAL INC.,FL,"I opened a checking account with Ally bank for the express purpose of using it to deposit and spend which is what checking accounts are for. I funded the account from my XXXX account with {$10000.00} direct software transfer which Ally had no problem taking in my deposit.
Then on XX/XX/year> I did a wire transfer for {$10000.00} leaving the {$100.00} to cover the {$20.00} fee and sufficient to keep account open for next deposit.
On XX/XX/XXXX, I received a call from Ally representative that questioned me for 16 minutes. I answered all of their questions and instead of completing the transfer, said they didnt like the amount I was transferring and referring it to their fraud department for a review that would be completed by XXXX close of business that day.
Then for no reason, the wire transfer was cancelled, my account was locked with no way to see a status what was going on. It appeared to me this was Ally Bank attempt to steal/swindle me out of my money operating unethically if not illegally simply because they didnt like me spending my own money.
I then called the fraud department trying to understand what happened, what was their process, when will it be done, where is my money, how do I get it out of them.
There answer is always the same : Call the next day to see if there is a status, The people working in the fraud department have no idea what their process is, how long it takes or even who the phantom investigator is that has no name, no contact number, no stated reason for what or why their investigating.
I need your help to get Ally Bank to stop this criminal behavior and release my {$10000.00} immediately. I want my account closed after my money is returned to me.
The unethical behavior at best is : 1. Unilaterally determining how and when I can spend my own money.
2. Locking my account to where I am not allowed to see status or even the agreement that supposedly allows them to whatever they feel like with my money.

3. Having a fraud department that can not state what their process is or how it works.

4. Appointing a phantom investigator that has no name, no contact information and has not reached out to me for 6 days after stealing my money.
Please help me get my money ASAP so I can part ways with this SCAM of a Bank and do what you can as their regulator to get them to develop and follow written policies and procedures so this dont happen to anyone else.
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  Ally Checking Account ending in XXXX. Because account XXXX XXXX XXXX locked cant get full number.",Closed with explanation,N/A
